model,factors,seed,samples,features,fit_observed_cells,holdout_cells,observed_cells,holdout_fraction_realized,q_train,q_train_per_cell,q_heldout,q_heldout_per_cell,q_all_observed,q_all_observed_per_cell,objective,iterations,converged,fit_seconds,profile_variability_mean,profile_variability_max,active_variability_factor_count,effective_rank_mean,effective_rank_active_factor_count,high_geometric_confounding_factor_count,moderate_geometric_confounding_factor_count,pairwise_cosine_mean,pairwise_cosine_max,pairwise_cosine_min,difference_span_rank,difference_condition_number,difference_min_relative_singular_value
static,4,67,8671,32,205786,22901,228687,0.1001412410849764,271380.90058153996,1.318752979218897,356412.7037694575,15.563193911595892,627793.6043509975,2.745208972748768,271380.90058153996,500,False,0.47945695801172405,0.0,0.0,0,0.0,0,0,0,0.821799973136216,0.9208950678965575,0.6938667236664544,3.0,1.954196554851624,0.5117192523532654
static,4,79,8671,32,205786,22901,228687,0.1001412410849764,271072.2225114629,1.3172529837377807,290565.4282084503,12.687892590212233,561637.6507199132,2.4559229458601197,271072.2225114629,500,False,0.48907845898065716,0.0,0.0,0,0.0,0,0,0,0.8291126912964971,0.9266846507099827,0.7273610872318926,3.0,2.0740344187930657,0.4821520756545235
static,4,97,8671,32,205786,22901,228687,0.1001412410849764,271917.3373717839,1.3213597493113425,256284.3307949672,11.190966804723251,528201.668166751,2.3097144488613304,271917.3373717839,500,False,0.48810520803090185,0.0,0.0,0,0.0,0,0,0,0.8386828952401625,0.9770683209446502,0.7818637469438934,3.0,4.145688679803575,0.24121444643725168
static,4,113,8671,32,205786,22901,228687,0.1001412410849764,272237.0116376347,1.3229131798938447,213086.77772168425,9.304693145351044,485323.78935931897,2.122218531701929,272237.0116376347,500,False,0.4878967920085415,0.0,0.0,0,0.0,0,0,0,0.7547620541755328,0.9678887816999439,0.5454584111367282,3.0,7.176623049016093,0.13934130205390946
static,5,11,8671,32,205786,22901,228687,0.1001412410849764,222923.17613132793,1.083276686126986,430966.7969857196,18.81868900859,653889.9731170476,2.8593228872522163,222923.17613132793,500,False,0.49689533305354416,0.0,0.0,0,0.0,0,0,0,0.7042553296419618,0.990593931327842,0.4928928310629924,4.0,17.971146031085983,0.05564475400011931
static,5,17,8671,32,205786,22901,228687,0.1001412410849764,223387.48482342865,1.0855329557084965,495661.8046689084,21.64367515256576,719049.289492337,3.1442508297032057,223387.48482342865,500,False,0.49991037498693913,0.0,0.0,0,0.0,0,0,0,0.7355594561112102,0.9914141487647592,0.6534043177311628,4.0,7.977850513552412,0.1253470465887077
static,5,23,8671,32,205786,22901,228687,0.1001412410849764,235926.8911567268,1.1464671608210801,109783.66627986627,4.793837224569507,345710.5574365931,1.5117193257010373,235926.8911567268,500,False,0.4932822500122711,0.0,0.0,0,0.0,0,0,0,0.603298292529461,0.9940609136542066,0.27298004100222734,4.0,14.02762196366037,0.07128792054637463
static,5,31,8671,32,205786,22901,228687,0.1001412410849764,225906.94200877345,1.0977760489478072,195363.79272923767,8.53079746426958,421270.73473801115,1.8421280384893375,225906.94200877345,500,False,0.49394049996044487,0.0,0.0,0,0.0,0,0,0,0.7071221974214777,0.991702251847244,0.5500713652773755,4.0,14.377927068951587,0.06955105525326039
static,5,41,8671,32,205786,22901,228687,0.1001412410849764,226795.7562333344,1.102095167957657,385096.62398154434,16.81571215150187,611892.3802148787,2.6756762746237377,226795.7562333344,500,False,0.49196812498848885,0.0,0.0,0,0.0,0,0,0,0.40725143794339613,0.9970898113475268,0.04259489174859777,4.0,31.004271673948384,0.03225362009842853
static,5,53,8671,32,205786,22901,228687,0.1001412410849764,222970.00403326424,1.083504242432742,311326.37315798376,13.59444448530561,534296.3771912481,2.3363653254940075,222970.00403326424,500,False,0.5052223749225959,0.0,0.0,0,0.0,0,0,0,0.7034743427651029,0.9911021088262314,0.4334244803080534,4.0,13.709711218666712,0.07294099664465808
static,5,67,8671,32,205786,22901,228687,0.1001412410849764,223777.6047768107,1.0874287112670964,858401.5075945507,37.48314517246193,1082179.1123713616,4.732140927868054,223777.6047768107,500,False,0.49311662500258535,0.0,0.0,0,0.0,0,0,0,0.6562915926627897,0.9909288244283893,0.4616021600085817,4.0,9.141400584384154,0.1093924274260834
static,5,79,8671,32,205786,22901,228687,0.1001412410849764,235017.39657096216,1.1420475473111007,125261.05593955825,5.469676256039398,360278.45251052035,1.5754216571581259,235017.39657096216,500,False,0.4935336670605466,0.0,0.0,0,0.0,0,0,0,0.5706677584268911,0.9947363688217996,0.288088367519849,4.0,13.970810543337336,0.07157780838112496
static,5,97,8671,32,205786,22901,228687,0.1001412410849764,223157.8313459944,1.08441697368137,338905.396744226,14.798716071098466,562063.2280902204,2.4577839059072897,223157.8313459944,500,False,0.4922097090166062,0.0,0.0,0,0.0,0,0,0,0.7271098290968444,0.9904640365279592,0.5139874169961497,4.0,8.065740818480233,0.12398117203429089
static,5,113,8671,32,205786,22901,228687,0.1001412410849764,228868.76047343464,1.1121687601364263,238151.57366347173,10.399177925133039,467020.3341369063,2.0421813838867373,228868.76047343464,500,False,0.49326008290518075,0.0,0.0,0,0.0,0,0,0,0.7271143870494072,0.9738360777335137,0.354669936584018,4.0,14.176922497250107,0.07053717054557995
static,6,11,8671,32,205786,22901,228687,0.1001412410849764,184453.37235286346,0.8963358651845289,342223.4964843268,14.943604929231334,526676.8688371903,2.3030468231127714,184453.37235286346,500,False,0.4997615839820355,0.0,0.0,0,0.0,0,0,0,0.7089884935890777,0.9984689941060226,0.41587228637736545,5.0,51.473952167169884,0.01942730173024873
static,6,17,8671,32,205786,22901,228687,0.1001412410849764,190688.22192737868,0.9266335996004523,381745.431866683,16.669378274602987,572433.6537940616,2.5031315894391093,190688.22192737868,500,False,0.49892895808443427,0.0,0.0,0,0.0,0,0,0,0.759920775304739,0.9914431634594167,0.5802497314020457,5.0,13.372650835122242,0.07477948929718382
static,6,23,8671,32,205786,22901,228687,0.1001412410849764,187212.39582728728,0.9097431109370282,226990.10944051476,9.9117990236459,414202.50526780204,1.8112201623520447,187212.39582728728,500,False,0.4944266250822693,0.0,0.0,0,0.0,0,0,0,0.6790535453025126,0.9925515690644056,0.22520121925593825,5.0,20.280915813990994,0.04930743804528492
