model,factors,seed,factor,factor_label,effective_rank,profile_rms_variability,latent_tau,span_alignment,unique_direction_fraction,max_cosine_to_other_archetype,diagnostic_label,pairwise_cosine_mean,pairwise_cosine_max,pairwise_cosine_min,difference_span_rank,difference_condition_number,difference_min_relative_singular_value
static,4,23,2,factor_3,0,0.0,,,,,static_model_no_active_family,0.6418964746802254,0.9914436062254421,0.510172090988397,3.0,7.908766873921501,0.12644196193181728
static,4,23,3,factor_4,0,0.0,,,,,static_model_no_active_family,0.6418964746802254,0.9914436062254421,0.510172090988397,3.0,7.908766873921501,0.12644196193181728
static,4,31,0,factor_1,0,0.0,,,,,static_model_no_active_family,0.6917456347562828,0.9735966740004349,0.40184119530173934,3.0,5.2683474223503755,0.18981284259227318
static,4,31,1,factor_2,0,0.0,,,,,static_model_no_active_family,0.6917456347562828,0.9735966740004349,0.40184119530173934,3.0,5.2683474223503755,0.18981284259227318
static,4,31,2,factor_3,0,0.0,,,,,static_model_no_active_family,0.6917456347562828,0.9735966740004349,0.40184119530173934,3.0,5.2683474223503755,0.18981284259227318
static,4,31,3,factor_4,0,0.0,,,,,static_model_no_active_family,0.6917456347562828,0.9735966740004349,0.40184119530173934,3.0,5.2683474223503755,0.18981284259227318
static,4,41,0,factor_1,0,0.0,,,,,static_model_no_active_family,0.8090108056288207,0.9599749050854659,0.6867688459420577,3.0,3.1409037913095417,0.31837969783310954
static,4,41,1,factor_2,0,0.0,,,,,static_model_no_active_family,0.8090108056288207,0.9599749050854659,0.6867688459420577,3.0,3.1409037913095417,0.31837969783310954
static,4,41,2,factor_3,0,0.0,,,,,static_model_no_active_family,0.8090108056288207,0.9599749050854659,0.6867688459420577,3.0,3.1409037913095417,0.31837969783310954
static,4,41,3,factor_4,0,0.0,,,,,static_model_no_active_family,0.8090108056288207,0.9599749050854659,0.6867688459420577,3.0,3.1409037913095417,0.31837969783310954
static,4,53,0,factor_1,0,0.0,,,,,static_model_no_active_family,0.7389338940014222,0.971410486078843,0.5170673814432081,3.0,4.103022490163554,0.24372276837316045
static,4,53,1,factor_2,0,0.0,,,,,static_model_no_active_family,0.7389338940014222,0.971410486078843,0.5170673814432081,3.0,4.103022490163554,0.24372276837316045
static,4,53,2,factor_3,0,0.0,,,,,static_model_no_active_family,0.7389338940014222,0.971410486078843,0.5170673814432081,3.0,4.103022490163554,0.24372276837316045
static,4,53,3,factor_4,0,0.0,,,,,static_model_no_active_family,0.7389338940014222,0.971410486078843,0.5170673814432081,3.0,4.103022490163554,0.24372276837316045
static,4,67,0,factor_1,0,0.0,,,,,static_model_no_active_family,0.821799973136216,0.9208950678965575,0.6938667236664544,3.0,1.954196554851624,0.5117192523532654
static,4,67,1,factor_2,0,0.0,,,,,static_model_no_active_family,0.821799973136216,0.9208950678965575,0.6938667236664544,3.0,1.954196554851624,0.5117192523532654
static,4,67,2,factor_3,0,0.0,,,,,static_model_no_active_family,0.821799973136216,0.9208950678965575,0.6938667236664544,3.0,1.954196554851624,0.5117192523532654
